Codigo linea;Descripcion linea;Sentido;Numero parada;Codigo parada;Parada;Zona;Correspondencias
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;3;7603;Peñascal (16) / Eliza;Cº Iturrigorri-Iglesia;72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;4;7602;Iturrigorribidea 37;Cº Iturrigorri;27,72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;5;7309;Gordoniz (90);Gordoniz-Pl. Belategi;27,76
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;6;7308;Gordoniz (54) / Pza Errekalde;Gordoniz-Pl. Recalde;27,76
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;7;7311;Gordoniz 49A;Gordoniz-Jaen;A8,27,57,72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;8;7107;Gordoniz 39;Gordoniz-Pl. Guardia Civil;27,72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;9;6213;Gregorio la Revilla 35;Gregorio de la Revilla-Perez Galdos;27,38,48,72,88
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;10;6210;Gregorio la Revilla 17;Gregorio de la Revilla-Part.Indautxu;27,38,48,72,76
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;11;6209;Gregorio la Revilla 1;Gregorio de la Revilla-Pl. Campuzano;27,38,48,72,76
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;12;6206;Gran Vía 43;Gran Via-Edif. Sota;A3,26,28,56,62,72,76
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;13;6115;Gran Vía 37;Gran Via-Metro Moyua;01,10,26,28,56,62,72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;14;6113;Gran Vía 7;Gran Via-Corte Ingles;A5,01,10,26,28,56,62,72
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;15;5102;Arenal / Arriaga;Puente de el Arenal;56,75,85
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;16;5704;Muelle de la Merced 3;Conde Mirasol con Marzana;11,22,56,72,75,85
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;17;5601;Olano (4);;11,22,56,58,72,75,85
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;18;5701;Cortes (2);Pl. Corazon de Maria;11,22,56,58,72,75,85
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;19;5406;Santos Juanes 4;Pl. Santos Juanes;
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;20;5401;Atxuri (15) / Geltokia-Estación;Atxuri;
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;21;5402;Atxuri (49);Atxuri;
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;22;4206;Indalecio Prieto 16;Mina del Morro;
77;PEÑASCAL - MINA DEL MORRO;Peñascal - Mina del Morro;23;4204;Indalecio Prieto (12);Indalecio Prieto;40
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;1;4204;Indalecio Prieto (12);Indalecio Prieto;40
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;2;4205;Indalecio Prieto 1;Indalecio Prieto;40
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;3;5404;Atxuri 49;Atxuri;40
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;4;5403;Atxuri 15;Atxuri;40
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;5;5407;Santos Juanes 7;Pl. Santos Juanes;40
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;6;5106;Ribera / Merkatua;Mercado de la Ribera;A2,11,22,40,56,58,72,75,85
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;7;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,75,85
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;8;6117;Gran Vía 8;Gran Via-Corte Ingles;A7,01,26,28,56,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;9;6114;Gran Vía 36;Gran Via-Metro Moyua;A7,01,10,26,28,56,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;10;6116;Gran Vía 40;Gran Via-G. Civil;26,27,28,38,48,56,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;11;6211;Gregorio la Revilla 2;Gregorio de la Revilla-Pl. Campuzano;26,27,28,38,48,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;12;6212;Gregorio la Revilla 22;Gregorio de la Revilla-Part.Indautxu;26,27,28,38,48,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;13;6214;Gregorio la Revilla 36;Gregorio de la Revilla-Perez Galdos;27,38,48,72,88
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;14;7106;Gordoniz 22;Gordoniz-Pl. Guardia Civil;27,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;15;7310;Gordoniz 36;Gordoniz-Jaen;A8,27,57,72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;16;7312;Gordoniz 54 / (Pza Errekalde);Gordoniz-Pl. Recalde;72,76
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;17;7313;Gordoniz 90;Gordoniz-Recaldeberri;72,76
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;18;7601;Iturrigorribidea (45);Cº Iturrigorri;72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;19;7605;Peñascal 16 / (Eliza);Cº Iturrigorri-Iglesia;72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;20;7604;Peñascal (29);Bº El Peñascal;72
77;PEÑASCAL - MINA DEL MORRO;Mina del Morro - Peñascal;21;7701;Peñascal (146) / Rotonda;El Peñascal-Cantera;72
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;1;8507;Zorrotzabaso (12);Mendigain-Siete Campas;18
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;2;8505;Zazpilanda / Pinadia;Mendigain-Siete Campas;18
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;3;8503;Zazpilanda / Bidegain;Grupo Zazpi-Landa;18
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;4;8509;Zorrotza-Kastrexana 25;Zorrotza-Kastrexana-Astillero;18,88
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;5;8501;Fray Juan 35;Zorrotza-Antiguo Matadero;18
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;6;8502;Fray Juan 11;Zorrotza-Ambulatorio;18
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;7;8317;Montevideo / (Olabeaga);Av. Montevideo-Frente Hospital;18,88
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;8;8113;Montevideo / Santa Ana;Av. Montevideo-Bº Santa Ana;18,88
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;9;8111;Montevideo / (Ospitalea);Av. Montevideo-Frente Hospital;18,88
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;10;8123;Basurto / Aita Donostia;Autonomia-Pl. Aita Donosti;18,38,48,57,58,88
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;11;7104;Autonomía 43;Autonomia-Escuelas;18,38,48,58,88
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;12;7103;Autonomía 13;Autonomia-Estacion Autobuses;58
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;13;7102;Autonomía 1;Pl. Zabalburu-Simago;30,58
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;14;6120;Hurtado Amézaga 15;Hurtado de Amezaga-Quinta Parroquia;E1,E2,30,71,75
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;15;6118;Hurtado Amézaga 1 / Geltokia-Estación;Hurtado de Amezaga-Estacion Abando;E1,E2,E3,71,75
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;16;5102;Arenal / Arriaga;Puente de el Arenal;56,75,77
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;17;5704;Muelle de la Merced 3;Conde Mirasol con Marzana;11,22,56,72,75,77
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;18;5701;Cortes (2);Pl. Corazon de Maria;11,22,56,58,72,75,77
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;19;5601;Olano (4);;11,22,56,58,72,75,77
85;ZAZPILANDA - ATXURI;Zazpilanda - Atxuri;20;5405;Dieciséis de Agosto;Atxuri-Estacion;11,22,58,72,75
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;1;5405;Dieciséis de Agosto;Atxuri-Estacion;11,22,58,72,75
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;2;5106;Ribera / Merkatua;Mercado de la Ribera;A2,11,22,40,56,58,72,75,77
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;3;5105;Puente del Arenal;Puente de el Arenal;A1,A2,A7,03,26,28,30,40,56,58,71,72,75,77
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;4;6119;Hurtado Amézaga 2 / (Geltokia-Estación);Hurtado de Amezaga-Estacion Abando;30,58,71,75
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;5;6106;Autonomía 4;Autonomia-Pl. Zabalburu;58
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;6;6202;Autonomía 22;Autonomia-Estacion Autobuses;18,58
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;7;6203;Autonomía 50;Autonomia-Escuelas;18,38,48,58,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;8;8122;Basurto / Briñas;Basurtu-Kastrexana;18,28,38,48,57,58,80,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;9;8112;Montevideo / Ospitalea;Av. Montevideo-Hospital;18,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;10;8204;Montevideo / (Santa Ana);Av. Montevideo-Bº Santa Ana;18,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;11;8205;Montevideo / Olabeaga;Av. Montevideo-Bº Santa Ana;18,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;12;8510;Zorrotza-Kastrexana 4;Zorrotza-Kastrexana-Correos;18,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;13;8506;Zazpilanda 7;Grupo Zazpi-Landa;18,88
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;14;8504;Zazpilanda / Mendigain;Mendigain-Siete Campas;18
85;ZAZPILANDA - ATXURI;Atxuri - Zazpilanda;15;8507;Zorrotzabaso (12);Mendigain-Siete Campas;18
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;1;8620;Zubileta 74;;
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;2;8618;Zorrotza-Kastrexana 185;Zorrotza-Kastrexana-Stop;
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;3;8614;Zorrotza-Kastrexana / (Sta.Águeda);Zorrotza-Kastrexana-Agueda;
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;4;8511;Zorrotza-Kastrexana 77;Grupo Amistad;
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;5;8506;Zazpilanda 7;Grupo Zazpi-Landa;18,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;6;8509;Zorrotza-Kastrexana 25;Zorrotza-Kastrexana-Astillero;18,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;7;8317;Montevideo / (Olabeaga);Av. Montevideo-Frente Hospital;18,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;8;8113;Montevideo / Santa Ana;Av. Montevideo-Bº Santa Ana;18,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;9;8111;Montevideo / (Ospitalea);Av. Montevideo-Frente Hospital;18,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;10;8123;Basurto / Aita Donostia;Autonomia-Pl. Aita Donosti;18,38,48,57,58,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;11;7104;Autonomía 43;Autonomia-Escuelas;18,38,48,58,85
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;12;6229;Iparraguirre 63;;18
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;13;6215;Iparraguirre (42) / Bizkaia pl.;Iparraguirre-Pl. Bizkaia;18
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;14;6216;Iparraguirre 29;Al. San Mames-Iparraguirre;18
88;KASTREXANA - INDAUTXU;Kastrexana - Indautxu201005;15;6223;Urrutia 1;Gregorio de la Revilla-Part.Indautxu;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;1;6223;Urrutia 1;Gregorio de la Revilla-Part.Indautxu;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;2;6225;Urquijo 68;Al. Urquijo-Cruz Roja;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;3;6228;María Díaz de Haro (57);;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;4;8122;Basurto / Briñas;Basurtu-Kastrexana;18,28,38,48,57,58,80,85
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;5;8112;Montevideo / Ospitalea;Av. Montevideo-Hospital;18,85
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;6;8205;Montevideo / Olabeaga;Av. Montevideo-Bº Santa Ana;18,85
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;7;8204;Montevideo / (Santa Ana);Av. Montevideo-Bº Santa Ana;18,85
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;8;8510;Zorrotza-Kastrexana 4;Zorrotza-Kastrexana-Correos;18,85
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;9;8506;Zazpilanda 7;Grupo Zazpi-Landa;18,85
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;10;8508;Zorrotza-Kastrexana / (Ciudad Jardín);Grupo Amistad;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;11;8615;Zorrotza-Kastrexana / Etxebarria;Zorrotza-Kastrexana-Acenor;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;12;8617;Zorrotza-Kastrexana / Sta.Águeda;Zorrotza-Kastrexana-Agueda;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;13;8619;Zorrotza-Kastrexana 200;Zorrotza-Kastrexana-Batzoki;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;14;8616;Zorrotza-Kastrexana / Pte.Diablo;Zorrotza-Kastrexana-Puente Diablo;
88;KASTREXANA - INDAUTXU;Indautxu - Kastrexana201005;15;8620;Zubileta 74;;
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;1;2303;Vía Vieja de Lezama 93;Bº La Asuncion;
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;2;2302;Vía Vieja de Lezama 85;Bº La Asuncion;
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;3;2414;Vía Vieja de Lezama 75 / Montaño;Bº La Asuncion;
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;4;2413;Vía Vieja de Lezama 73;Bº La Asuncion;
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;5;2411;Vía Vieja de Lezama / Nueva Aurora;Monte Aldamiz;22
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;6;2412;Vía Vieja de Lezama 59;Via Vieja de Lezama-Tutulu;22
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;7;2507;Vía Vieja de Lezama 35;Via Vieja Lezama-Zurbaran;22
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;8;2508;Zumalacárregui 105;Zumalacarregui-Parque;A5,A7,13,22,27,30,38,48,62
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;9;2415;Zumalacárregui / T.Zubiria;Zumalacarregui-Grupo Panera;A5,A7,03,22,26,28,30,62
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;10;2202;Kristo 1;Pl. Ernesto Erkoreka;A5,A7,03,22,30,62
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;11;5108;Sendeja (5);Sendeja-Tinglados;A7,03,11,22,26,28,30,71,72,77
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;12;5105;Puente del Arenal;Puente de el Arenal;A2,A7,03,26,28,30,40,56,58,71,72,75,77,85
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;13;6130;Gran Vía 2;;01,10,40
A1;ASUNCION - PLAZA BIRIBILA;Asunción - Ayala;14;6129;Ayala(2);Gran Via-Metro Moyua;40
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;1;6129;Ayala(2);Gran Via-Metro Moyua;40
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;2;5103;Ernesto Erkoreka 8;Pl. Ernesto Erkoreka;03,30,40,62
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;3;5111;Zumalacárregui / (T.Zubiria);Zumalacarregui-Grupo Panera;03,30,40,62
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;4;5104;Párroco Ugaz / Rotonda;Zumalacarregui-Parque;27,40,48,62
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;5;2506;Vía Vieja de Lezama 2;Via Vieja Lezama-Begoñalde;27,62
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;6;2505;Vía Vieja de Lezama / Iturriondo;Via Vieja Lezama-Zurbaran;27,62
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;7;2703;Vía Vieja de Lezama 70;Monte Aldamiz;
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;8;2704;Vía Vieja de Lezama 78;Monte Aldamiz;
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;9;2705;Vía Vieja de Lezama 82;Monte Aldamiz;
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;10;2701;Vía Vieja de Lezama (75) / Montaño;Monte Aldamiz;
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;11;2702;Vía Vieja de Lezama (85);Bº La Asuncion;
A1;ASUNCION - PLAZA BIRIBILA;Ayala - Asunción;12;2303;Vía Vieja de Lezama 93;Bº La Asuncion;
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;1;8212;San Nikolas Olabeaga 58;Olabeaga;
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;2;8202;Alfonso Churruca 3;Olabeaga;
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;3;8209;Olabeaga 30;Olabeaga;
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;4;8208;Olabeaga 22A;Olabeaga;
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;5;8207;Olabeaga / Dikea;Olabeaga;
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;6;6217;Jesusen Bihotza 1;Pl. Sgdo. Corazon de Jesus;26,2828RF,56,62
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;7;6208;Gran Vía 63;Gran Via-Insalud;26,28,56,62
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;8;6206;Gran Vía 43;Gran Via-Edif. Sota;26,28,56,62,72,76,77
A3;OLABEAGA - MOYUA;Olabeaga - Moyua  2013;9;6219;Moyúa 4;Pl. Moyua;01,10,13,18
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;1;6219;Moyúa 4;Pl. Moyua;01,10,13,18
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;2;6207;Gran Vía 60/Salazar;Gran Via-Insalud;56
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;3;6224;Gran Vía 74 / Basterra;;
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;4;8206;Olabeaga / (Dikea);Olabeaga;
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;5;8203;Cº Ventosa 46;Olabeaga;
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;6;8211;San Nikolas Olabeaga 22;Olabeaga;
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;7;8210;San Nikolas Olabeaga (27);Olabeaga;
A3;OLABEAGA - MOYUA;Moyua - Olabeaga 2013;8;8212;San Nikolas Olabeaga 58;Olabeaga;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;1;1512;Zorrotzaurre (36);Ribera Zorrotzaurre-Final;11
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;2;1511;Zorrotzaurre (17);Ribera Zorrotzaurre-D.Vehiculo;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;3;1513;Zorrotzaurre (9);Ribera Zorrotzaurre-Iglesia;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;4;1505;Ribera de Deustu (87);Ribera Deusto-Pintor Zuloaga;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;5;1504;Ribera de Deustu (59);Ribera Deusto-Centro Educacion;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;6;1503;Ribera de Deustu (36);Ribera Deusto-Particular Saga.;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;7;1501;Ribera de Deustu (28);Ribera Deusto-Camino Junquera;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;8;1502;Ribera de Deustu (3);Ribera Deusto-Estrada Tapia;11
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;9;1406;Botika Zaharra / Euskalduna;;
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;10;1403;Blas de Otero (57);Deusto-San Felicisimo;11
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;11;1428;Sagrada Familia / (Salesianos);;11
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;12;1414;L. Aguirre / (Bidarte);Lehendakari Aguirre-Bidarte;01,10,11,13,18,71
A4;ZORROTZAURRE - DEUSTU;Zorrotzaurre - Deustu;13;1416;Luis Power (18) / Anbulatorioa;Deusto-San Felicisimo;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;1;1416;Luis Power (18) / Anbulatorioa;Deusto-San Felicisimo;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;2;1417;Luis Power (4) / Kiroldegia;Polideportivo Deusto;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;3;1507;Ribera de Deustu 3;Ribera Deusto-Estrada Tapia;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;4;1506;Ribera de Deustu 20;Ribera Deusto-Camino Junquera;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;5;1508;Ribera de Deustu 36;Ribera Deusto-Particular Saga.;
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;6;1509;Ribera de Deustu 57;Ribera Deusto-Centro Educacion;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;7;1510;Ribera de Deustu 87;Ribera Deusto-Pintor Zuloaga;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;8;1515;Zorrotzaurre 9;Ribera Zorrotzaurre-Iglesia;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;9;1514;Zorrotzaurre 17;Ribera Zorrotzaurre-D.Vehiculo;11
A4;ZORROTZAURRE - DEUSTU;Deustu - Zorrotzaurre;10;1512;Zorrotzaurre (36);Ribera Zorrotzaurre-Final;11
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;1;4103;Amadeo Deprit 8;Amadeo Deprit-Cementerio Begoña;48
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;2;2508;Zumalacárregui 105;Zumalacarregui-Parque;A1,A7,13,22,27,30,38,48,62
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;3;2415;Zumalacárregui / T.Zubiria;Zumalacarregui-Grupo Panera;A1,A7,03,22,26,28,30,62
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;4;2202;Kristo 1;Pl. Ernesto Erkoreka;A1,A7,03,22,30,62
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;5;6122;Ibáñez de Bilbao 14;Jardines de Albia;62
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;6;6113;Gran Vía 7;Gran Via-Corte Ingles;01,10,26,28,56,62,72,77
A5;PRIM - PLAZA BIRIBILA;Prim - Mazarredo;7;6124;Mazarredo 3;Al. Mazarredo-Ledesma;62
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;1;6124;Mazarredo 3;Al. Mazarredo-Ledesma;62
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;2;6113;Gran Vía 7;Gran Via-Corte Ingles;01,10,26,28,56,62,72,77
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;3;5107;San Nicolás 4;Vda. Epalza-San Nicolas;A2
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;4;5109;Unamuno;Iturribide;A2
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;5;5204;Prim 22 Bis;Prim;A2
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;6;5205;Prim 36;Prim;A2
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;7;5206;Prim 52;Prim;
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;8;5207;Prim 60;Prim;
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;9;4101;Amadeo Deprit / Dolaretxe;Bº Dolaretxe;48
A5;PRIM - PLAZA BIRIBILA;Mazarredo - Prim;10;4103;Amadeo Deprit 8;Amadeo Deprit-Cementerio Begoña;48
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;1;1605;Miramarbidea / Eskola;Arangoiti-Colegio;01
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;2;1602;Berrizbidea / Anbulatorioa;;
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;3;1606;Virgen del Pinar 5;;
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;4;1607;Virgen del Pinar 9;;
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;5;1702;Miramarbidea (47);Arangoiti-Colegio;01
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;6;1703;Miramarbidea / Aranekobidea;Arangoiti-Colegio;01
A6;ARANGOITI - DEUSTU;Arangoiti - Deustu;7;1422;Madariaga 19;;
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;1;1422;Madariaga 19;;
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;2;1423;San Pedro / Eliza;Lehendakari Aguirre-Pl. S. Pedro;A7,01,10,13,18,71
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;3;1701;Aranekobidea / Cementerio;Arangoiti-Colegio;01
A6;ARANGOITI - DEUSTU;Deustu - Arangoiti;4;1401;Araneko (22);Arangoiti-Araneko;01
